 # Tue Oct 27 14:26:24 2009
 # MSTW 2008 LO PDF grid for central fit.
 # distance(t),tolerance(T) =   0.  0.
 # mCharm = 1.43
 # mBottom = 4.30
 # alphaS(1GeV) = 0.40768
 # alphaS(MZ) = 0.11517
 # alphaSorder,alphaSnfmax = 0, 5
 # nExtraFlavours = 0

          xg          xd          xu          xs          xc          xb         xdv         xuv         xsv
  6.6980E-03  4.2076E-02  1.8308E-01  1.1449E-03  2.2825E-05 -2.0018E-09  4.1660E-02  1.7897E-01 -4.0050E-09
  6.3431E-03  3.9186E-02  1.7229E-01  1.0548E-03  2.4154E-05  3.3135E-06  3.8807E-02  1.6851E-01 -4.9511E-09
  5.9267E-03  3.6004E-02  1.6022E-01  9.5724E-04  2.5440E-05  6.6294E-06  3.5663E-02  1.5679E-01 -6.2979E-09
  5.5120E-03  3.3028E-02  1.4874E-01  8.6783E-04  2.6466E-05  9.4809E-06  3.2722E-02  1.4564E-01 -7.9405E-09
  5.1540E-03  3.0593E-02  1.3919E-01  7.9601E-04  2.7204E-05  1.1660E-05  3.0314E-02  1.3635E-01 -9.6279E-09
  4.8114E-03  2.8360E-02  1.3031E-01  7.3128E-04  2.7766E-05  1.3500E-05  2.8105E-02  1.2771E-01 -1.1571E-08
  4.5416E-03  2.6661E-02  1.2347E-01  6.8275E-04  2.8137E-05  1.4812E-05  2.6423E-02  1.2104E-01 -1.3348E-08
  4.2324E-03  2.4767E-02  1.1574E-01  6.2940E-04  2.8262E-05  1.6114E-05  2.4548E-02  1.1350E-01 -1.5691E-08
  3.9749E-03  2.3228E-02  1.0939E-01  5.8660E-04  2.8261E-05  1.7052E-05  2.3023E-02  1.0731E-01 -1.7974E-08
  3.7518E-03  2.1918E-02  1.0392E-01  5.5057E-04  2.8260E-05  1.7778E-05  2.1726E-02  1.0198E-01 -2.0228E-08
  3.4859E-03  2.0381E-02  9.7448E-02  5.0873E-04  2.8258E-05  1.8538E-05  2.0203E-02  9.5653E-02 -2.3281E-08
  3.2529E-03  1.9051E-02  9.1783E-02  4.7293E-04  2.8257E-05  1.9110E-05  1.8885E-02  9.0119E-02 -2.6386E-08
  3.0485E-03  1.7896E-02  8.6815E-02  4.4213E-04  2.8244E-05  1.9541E-05  1.7740E-02  8.5263E-02 -2.9504E-08
  2.8573E-03  1.6822E-02  8.2153E-02  4.1378E-04  2.8052E-05  1.9861E-05  1.6676E-02  8.0705E-02 -3.2809E-08
  2.6819E-03  1.5842E-02  7.7863E-02  3.8813E-04  2.7846E-05  2.0102E-05  1.5704E-02  7.6508E-02 -3.6204E-08
  2.5262E-03  1.4974E-02  7.4035E-02  3.6560E-04  2.7636E-05  2.0267E-05  1.4844E-02  7.2762E-02 -3.9592E-08
  2.3880E-03  1.4206E-02  7.0619E-02  3.4581E-04  2.7423E-05  2.0394E-05  1.4082E-02  6.9418E-02 -4.2943E-08
  2.2570E-03  1.3478E-02  6.7362E-02  3.2721E-04  2.7144E-05  2.0476E-05  1.3360E-02  6.6230E-02 -4.6458E-08
  2.1355E-03  1.2804E-02  6.4322E-02  3.1006E-04  2.6851E-05  2.0510E-05  1.2691E-02  6.3251E-02 -5.0050E-08
  2.0264E-03  1.2197E-02  6.1571E-02  2.9473E-04  2.6560E-05  2.0511E-05  1.2090E-02  6.0556E-02 -5.3579E-08
  1.9286E-03  1.1653E-02  5.9088E-02  2.8105E-04  2.6276E-05  2.0487E-05  1.1550E-02  5.8123E-02 -5.7036E-08
  1.8350E-03  1.1131E-02  5.6693E-02  2.6801E-04  2.5992E-05  2.0446E-05  1.1032E-02  5.5776E-02 -6.0651E-08
  1.7473E-03  1.0641E-02  5.4434E-02  2.5586E-04  2.5791E-05  2.0427E-05  1.0546E-02  5.3561E-02 -6.4341E-08
  1.6679E-03  1.0196E-02  5.2371E-02  2.4487E-04  2.5600E-05  2.0394E-05  1.0105E-02  5.1537E-02 -6.7966E-08
  1.5960E-03  9.7930E-03  5.0491E-02  2.3495E-04  2.5364E-05  2.0338E-05  9.7045E-03  4.9693E-02 -7.1496E-08
  1.5267E-03  9.4028E-03  4.8664E-02  2.2541E-04  2.5111E-05  2.0267E-05  9.3174E-03  4.7901E-02 -7.5152E-08
  1.4613E-03  9.0334E-03  4.6926E-02  2.1641E-04  2.4878E-05  2.0202E-05  8.9509E-03  4.6195E-02 -7.8854E-08
  1.4015E-03  8.6948E-03  4.5325E-02  2.0822E-04  2.4676E-05  2.0150E-05  8.6149E-03  4.4624E-02 -8.2487E-08
  1.3471E-03  8.3857E-03  4.3858E-02  2.0077E-04  2.4492E-05  2.0095E-05  8.3081E-03  4.3184E-02 -8.6030E-08
  1.2943E-03  8.0844E-03  4.2422E-02  1.9354E-04  2.4301E-05  2.0032E-05  8.0091E-03  4.1774E-02 -8.9702E-08
  1.2441E-03  7.7971E-03  4.1047E-02  1.8667E-04  2.4123E-05  1.9967E-05  7.7240E-03  4.0424E-02 -9.3421E-08
  1.1979E-03  7.5321E-03  3.9774E-02  1.8036E-04  2.3967E-05  1.9911E-05  7.4610E-03  3.9174E-02 -9.7053E-08
  1.1556E-03  7.2886E-03  3.8600E-02  1.7459E-04  2.3842E-05  1.9868E-05  7.2193E-03  3.8021E-02 -1.0057E-07
  1.1144E-03  7.0500E-03  3.7445E-02  1.6896E-04  2.3720E-05  1.9820E-05  6.9824E-03  3.6886E-02 -1.0421E-07
  5.7735E-03  7.7392E-02  3.1543E-01  2.1842E-03  0.0000E+00  0.0000E+00  7.6656E-02  3.0743E-01  0.0000E+00
  5.9661E-03  7.1941E-02  2.9659E-01  2.0041E-03 -1.7699E-11 -1.7699E-11  7.1277E-02  2.8925E-01 -3.5397E-11
  6.0543E-03  6.7822E-02  2.8220E-01  1.8699E-03 -5.1157E-11 -5.1157E-11  6.7209E-02  2.7534E-01 -1.0231E-10
  6.0946E-03  6.1466E-02  2.5972E-01  1.6661E-03 -1.3007E-10 -1.3007E-10  6.0929E-02  2.5360E-01 -2.6014E-10
  6.0946E-03  6.1466E-02  2.5972E-01  1.6661E-03 -1.2244E-10 -1.3007E-10  6.0929E-02  2.5360E-01 -2.6014E-10
  6.0469E-03  5.7753E-02  2.4641E-01  1.5489E-03  2.5327E-06 -2.0097E-10  5.7259E-02  2.4073E-01 -4.0194E-10
  5.9500E-03  5.3595E-02  2.3134E-01  1.4192E-03  5.1984E-06 -3.3443E-10  5.3147E-02  2.2614E-01 -6.6886E-10
  5.8359E-03  5.0191E-02  2.1886E-01  1.3144E-03  7.2762E-06 -4.9559E-10  4.9780E-02  2.1404E-01 -9.9118E-10
  5.7040E-03  4.7094E-02  2.0738E-01  1.2202E-03  9.0726E-06 -6.9141E-10  4.6715E-02  2.0291E-01 -1.3828E-09
  5.5443E-03  4.3993E-02  1.9575E-01  1.1271E-03  1.0772E-05 -9.3252E-10  4.3645E-02  1.9162E-01 -1.8650E-09
  5.3923E-03  4.1455E-02  1.8612E-01  1.0518E-03  1.2082E-05 -1.1657E-09  4.1133E-02  1.8227E-01 -2.3315E-09
  5.2366E-03  3.9144E-02  1.7726E-01  9.8408E-04  1.3208E-05 -1.4256E-09  3.8844E-02  1.7366E-01 -2.8513E-09
  5.1082E-03  3.7409E-02  1.7055E-01  9.3377E-04  1.4009E-05 -1.6600E-09  3.7125E-02  1.6713E-01 -3.3200E-09
  4.8052E-03  3.3767E-02  1.5625E-01  8.2982E-04  1.5552E-05 -2.2826E-09  3.3516E-02  1.5322E-01 -4.5651E-09
  4.8052E-03  3.3767E-02  1.5625E-01  8.2982E-04  1.5552E-05 -2.2821E-09  3.3516E-02  1.5322E-01 -4.5651E-09
  4.5580E-03  3.1310E-02  1.4645E-01  7.6104E-04  1.6486E-05  2.2670E-06  3.1080E-02  1.4367E-01 -5.6325E-09
  4.2630E-03  2.8619E-02  1.3553E-01  6.8712E-04  1.7468E-05  4.6049E-06  2.8411E-02  1.3303E-01 -7.1482E-09
  3.9651E-03  2.6119E-02  1.2522E-01  6.1983E-04  1.8307E-05  6.6564E-06  2.5931E-02  1.2297E-01 -8.9926E-09
  3.7054E-03  2.4084E-02  1.1668E-01  5.6609E-04  1.8916E-05  8.2189E-06  2.3912E-02  1.1464E-01 -1.0883E-08
  3.4554E-03  2.2230E-02  1.0879E-01  5.1792E-04  1.9400E-05  9.5367E-06  2.2071E-02  1.0692E-01 -1.3056E-08
  3.2579E-03  2.0825E-02  1.0274E-01  4.8195E-04  1.9562E-05  1.0418E-05  2.0677E-02  1.0100E-01 -1.5040E-08
  3.0308E-03  1.9267E-02  9.5938E-02  4.4259E-04  1.9558E-05  1.1280E-05  1.9129E-02  9.4349E-02 -1.7647E-08
  2.8415E-03  1.8006E-02  9.0371E-02  4.1116E-04  1.9533E-05  1.1909E-05  1.7878E-02  8.8900E-02 -2.0180E-08
  2.6773E-03  1.6938E-02  8.5604E-02  3.8482E-04  1.9531E-05  1.2408E-05  1.6817E-02  8.4230E-02 -2.2676E-08
  2.4817E-03  1.5690E-02  7.9975E-02  3.5441E-04  1.9530E-05  1.2963E-05  1.5577E-02  7.8715E-02 -2.6049E-08
  2.3104E-03  1.4615E-02  7.5073E-02  3.2855E-04  1.9528E-05  1.3427E-05  1.4509E-02  7.3909E-02 -2.9471E-08
  2.1603E-03  1.3684E-02  7.0791E-02  3.0640E-04  1.9526E-05  1.3786E-05  1.3584E-02  6.9709E-02 -3.2903E-08
  2.0201E-03  1.2823E-02  6.6788E-02  2.8608E-04  1.9524E-05  1.4097E-05  1.2728E-02  6.5781E-02 -3.6535E-08
  1.8917E-03  1.2039E-02  6.3117E-02  2.6776E-04  1.9523E-05  1.4348E-05  1.1950E-02  6.2178E-02 -4.0263E-08
  1.7779E-03  1.1348E-02  5.9852E-02  2.5171E-04  1.9521E-05  1.4541E-05  1.1263E-02  5.8973E-02 -4.3982E-08
  1.6771E-03  1.0738E-02  5.6947E-02  2.3765E-04  1.9496E-05  1.4688E-05  1.0657E-02  5.6120E-02 -4.7663E-08
  1.5818E-03  1.0162E-02  5.4186E-02  2.2447E-04  1.9426E-05  1.4801E-05  1.0084E-02  5.3408E-02 -5.1520E-08
  1.4935E-03  9.6291E-03  5.1616E-02  2.1241E-04  1.9357E-05  1.4929E-05  9.5548E-03  5.0883E-02 -5.5459E-08
  1.4144E-03  9.1516E-03  4.9297E-02  2.0167E-04  1.9290E-05  1.5028E-05  9.0802E-03  4.8603E-02 -5.9325E-08
  1.3437E-03  8.7241E-03  4.7209E-02  1.9211E-04  1.9228E-05  1.5105E-05  8.6554E-03  4.6551E-02 -6.3106E-08
  1.2761E-03  8.3153E-03  4.5200E-02  1.8301E-04  1.9170E-05  1.5167E-05  8.2491E-03  4.4576E-02 -6.7055E-08
  1.2129E-03  7.9327E-03  4.3310E-02  1.7455E-04  1.9168E-05  1.5241E-05  7.8688E-03  4.2717E-02 -7.1079E-08
  1.1558E-03  7.5858E-03  4.1587E-02  1.6692E-04  1.9166E-05  1.5301E-05  7.5241E-03  4.1022E-02 -7.5028E-08
  1.1042E-03  7.2721E-03  4.0021E-02  1.6005E-04  1.9125E-05  1.5341E-05  7.2122E-03  3.9481E-02 -7.8868E-08
  1.0546E-03  6.9692E-03  3.8502E-02  1.5346E-04  1.9074E-05  1.5374E-05  6.9112E-03  3.7986E-02 -8.2839E-08
  1.0078E-03  6.6831E-03  3.7060E-02  1.4729E-04  1.9024E-05  1.5429E-05  6.6268E-03  3.6567E-02 -8.6855E-08
  9.6510E-04  6.4214E-03  3.5735E-02  1.4168E-04  1.8981E-05  1.5476E-05  6.3666E-03  3.5263E-02 -9.0791E-08
  9.2634E-04  6.1829E-03  3.4522E-02  1.3658E-04  1.8943E-05  1.5514E-05  6.1295E-03  3.4069E-02 -9.4625E-08
  8.8876E-04  5.9509E-03  3.3338E-02  1.3163E-04  1.8883E-05  1.5539E-05  5.8989E-03  3.2903E-02 -9.8595E-08
  8.5309E-04  5.7300E-03  3.2206E-02  1.2694E-04  1.8834E-05  1.5563E-05  5.6793E-03  3.1788E-02 -1.0261E-07
  8.2037E-04  5.5267E-03  3.1160E-02  1.2265E-04  1.8797E-05  1.5590E-05  5.4772E-03  3.0758E-02 -1.0653E-07
  7.9046E-04  5.3402E-03  3.0196E-02  1.1874E-04  1.8782E-05  1.5623E-05  5.2918E-03  2.9809E-02 -1.1033E-07
  7.6129E-04  5.1578E-03  2.9250E-02  1.1492E-04  1.8773E-05  1.5655E-05  5.1104E-03  2.8877E-02 -1.1424E-07
  3.3365E-03  6.4310E-02  2.7892E-01  1.6350E-03  0.0000E+00  0.0000E+00  6.3878E-02  2.7281E-01  0.0000E+00
  3.6882E-03  5.9523E-02  2.6117E-01  1.4936E-03 -2.0731E-11 -2.0731E-11  5.9132E-02  2.5559E-01 -4.1462E-11
  3.8820E-03  5.5918E-02  2.4765E-01  1.3887E-03 -5.9744E-11 -5.9744E-11  5.5555E-02  2.4246E-01 -1.1949E-10
  4.0693E-03  5.0377E-02  2.2661E-01  1.2299E-03 -1.5125E-10 -1.5125E-10  5.0057E-02  2.2203E-01 -3.0251E-10
  4.0693E-03  5.0377E-02  2.2661E-01  1.2299E-03 -1.4622E-10 -1.5125E-10  5.0057E-02  2.2203E-01 -3.0251E-10
  4.1079E-03  4.7154E-02  2.1422E-01  1.1390E-03  1.6809E-06 -2.3329E-10  4.6858E-02  2.0998E-01 -4.6658E-10
  4.1049E-03  4.3558E-02  2.0024E-01  1.0387E-03  3.4708E-06 -3.8784E-10  4.3288E-02  1.9637E-01 -7.7569E-10
  4.0667E-03  4.0625E-02  1.8871E-01  9.5806E-04  4.8792E-06 -5.7390E-10  4.0375E-02  1.8514E-01 -1.1478E-09
  4.0043E-03  3.7966E-02  1.7814E-01  8.8580E-04  6.1063E-06 -7.9932E-10  3.7735E-02  1.7485E-01 -1.5986E-09
  3.9154E-03  3.5315E-02  1.6748E-01  8.1465E-04  7.2752E-06 -1.0758E-09  3.5101E-02  1.6445E-01 -2.1515E-09
  3.8229E-03  3.3153E-02  1.5869E-01  7.5737E-04  8.1828E-06 -1.3421E-09  3.2954E-02  1.5588E-01 -2.6841E-09
  3.7228E-03  3.1193E-02  1.5063E-01  7.0603E-04  8.9667E-06 -1.6381E-09  3.1007E-02  1.4802E-01 -3.2762E-09
  3.6377E-03  2.9725E-02  1.4454E-01  6.6801E-04  9.5287E-06 -1.9046E-09  2.9548E-02  1.4207E-01 -3.8093E-09
  3.4298E-03  2.6662E-02  1.3165E-01  5.8992E-04  1.0684E-05 -2.6106E-09  2.6503E-02  1.2947E-01 -5.2211E-09
  3.4298E-03  2.6662E-02  1.3165E-01  5.8992E-04  1.0684E-05 -2.6102E-09  2.6503E-02  1.2947E-01 -5.2211E-09
  3.2554E-03  2.4607E-02  1.2285E-01  5.3862E-04  1.1454E-05  1.6417E-06  2.4461E-02  1.2087E-01 -6.4265E-09
  3.0442E-03  2.2370E-02  1.1313E-01  4.8375E-04  1.2220E-05  3.2899E-06  2.2237E-02  1.1135E-01 -8.1318E-09
  2.8286E-03  2.0305E-02  1.0399E-01  4.3411E-04  1.2852E-05  4.7094E-06  2.0184E-02  1.0240E-01 -1.0201E-08
  2.6395E-03  1.8635E-02  9.6477E-02  3.9469E-04  1.3304E-05  5.7782E-06  1.8523E-02  9.5041E-02 -1.2314E-08
  2.4567E-03  1.7121E-02  8.9568E-02  3.5957E-04  1.3561E-05  6.6553E-06  1.7017E-02  8.8264E-02 -1.4739E-08
  2.3120E-03  1.5981E-02  8.4292E-02  3.3349E-04  1.3552E-05  7.2330E-06  1.5883E-02  8.3087E-02 -1.6948E-08
  2.1456E-03  1.4722E-02  7.8396E-02  3.0511E-04  1.3581E-05  7.8547E-06  1.4631E-02  7.7298E-02 -1.9846E-08
  2.0069E-03  1.3709E-02  7.3593E-02  2.8266E-04  1.3764E-05  8.4240E-06  1.3623E-02  7.2580E-02 -2.2663E-08
  1.8867E-03  1.2853E-02  6.9496E-02  2.6391E-04  1.3763E-05  8.8368E-06  1.2772E-02  6.8554E-02 -2.5435E-08
  1.7437E-03  1.1859E-02  6.4679E-02  2.4235E-04  1.3761E-05  9.2847E-06  1.1782E-02  6.3818E-02 -2.9174E-08
  1.6187E-03  1.1005E-02  6.0502E-02  2.2406E-04  1.3756E-05  9.6395E-06  1.0933E-02  5.9710E-02 -3.2961E-08
  1.5095E-03  1.0271E-02  5.6869E-02  2.0847E-04  1.3741E-05  9.9206E-06  1.0202E-02  5.6135E-02 -3.6753E-08
  1.4077E-03  9.5923E-03  5.3485E-02  1.9422E-04  1.3738E-05  1.0168E-05  9.5276E-03  5.2805E-02 -4.0760E-08
  1.3147E-03  8.9780E-03  5.0393E-02  1.8145E-04  1.3736E-05  1.0395E-05  8.9164E-03  4.9761E-02 -4.4862E-08
  1.2325E-03  8.4380E-03  4.7652E-02  1.7036E-04  1.3732E-05  1.0621E-05  8.3791E-03  4.7062E-02 -4.8949E-08
  1.1599E-03  7.9627E-03  4.5222E-02  1.6067E-04  1.3729E-05  1.0808E-05  7.9062E-03  4.4668E-02 -5.2987E-08
  1.0914E-03  7.5154E-03  4.2919E-02  1.5162E-04  1.3719E-05  1.0972E-05  7.4612E-03  4.2399E-02 -5.7212E-08
  1.0282E-03  7.1031E-03  4.0781E-02  1.4333E-04  1.3706E-05  1.1117E-05  7.0509E-03  4.0292E-02 -6.1520E-08
  9.7164E-04  6.7345E-03  3.8857E-02  1.3597E-04  1.3695E-05  1.1243E-05  6.6841E-03  3.8396E-02 -6.5740E-08
  9.2118E-04  6.4054E-03  3.7130E-02  1.2943E-04  1.3690E-05  1.1352E-05  6.3567E-03  3.6693E-02 -6.9860E-08
  8.7309E-04  6.0915E-03  3.5472E-02  1.2327E-04  1.3685E-05  1.1480E-05  6.0444E-03  3.5059E-02 -7.4157E-08
  8.2826E-04  5.7985E-03  3.3916E-02  1.1758E-04  1.3679E-05  1.1613E-05  5.7528E-03  3.3524E-02 -7.8530E-08
  7.8780E-04  5.5335E-03  3.2501E-02  1.1245E-04  1.3674E-05  1.1728E-05  5.4891E-03  3.2128E-02 -8.2815E-08
  7.5136E-04  5.2944E-03  3.1218E-02  1.0785E-04  1.3662E-05  1.1827E-05  5.2512E-03  3.0862E-02 -8.6979E-08
  7.1636E-04  5.0641E-03  2.9976E-02  1.0344E-04  1.3652E-05  1.1921E-05  5.0220E-03  2.9637E-02 -9.1280E-08
  6.8345E-04  4.8469E-03  2.8800E-02  9.9300E-05  1.3642E-05  1.2011E-05  4.8059E-03  2.8476E-02 -9.5627E-08
  6.5350E-04  4.6487E-03  2.7721E-02  9.5543E-05  1.3633E-05  1.2093E-05  4.6087E-03  2.7411E-02 -9.9889E-08
  6.2634E-04  4.4684E-03  2.6736E-02  9.2150E-05  1.3661E-05  1.2183E-05  4.4293E-03  2.6438E-02 -1.0404E-07
  6.0007E-04  4.2934E-03  2.5775E-02  8.8907E-05  1.3828E-05  1.2333E-05  4.2551E-03  2.5490E-02 -1.0834E-07
  5.7518E-04  4.1272E-03  2.4859E-02  8.5835E-05  1.3974E-05  1.2469E-05  4.0896E-03  2.4585E-02 -1.1269E-07
  5.5239E-04  3.9744E-03  2.4013E-02  8.3024E-05  1.4106E-05  1.2592E-05  3.9376E-03  2.3750E-02 -1.1694E-07
  5.3159E-04  3.8345E-03  2.3236E-02  8.0460E-05  1.4194E-05  1.2697E-05  3.7984E-03  2.2983E-02 -1.2105E-07
  5.1135E-04  3.6979E-03  2.2474E-02  7.7965E-05  1.4240E-05  1.2789E-05  3.6624E-03  2.2230E-02 -1.2529E-07
  1.8601E-03  5.2591E-02  2.4364E-01  1.1992E-03  0.0000E+00  0.0000E+00  5.2324E-02  2.3911E-01  0.0000E+00
  2.2586E-03  4.8459E-02  2.2714E-01  1.0907E-03 -2.4532E-11 -2.4532E-11  4.8214E-02  2.2303E-01 -4.9064E-11
  2.4850E-03  4.5357E-02  2.1463E-01  1.0104E-03 -7.0270E-11 -7.0270E-11  4.5129E-02  2.1082E-01 -1.4054E-10
  2.7229E-03  4.0611E-02  1.9524E-01  8.8943E-04 -1.7659E-10 -1.7659E-10  4.0408E-02  1.9189E-01 -3.5318E-10
  2.7229E-03  4.0611E-02  1.9524E-01  8.8943E-04 -1.7324E-10 -1.7659E-10  4.0408E-02  1.9189E-01 -3.5318E-10
  2.7971E-03  3.7862E-02  1.8386E-01  8.2044E-04  1.1225E-06 -2.7135E-10  3.7673E-02  1.8078E-01 -5.4270E-10
  2.8360E-03  3.4806E-02  1.7108E-01  7.4470E-04  2.3286E-06 -4.4942E-10  3.4632E-02  1.6829E-01 -8.9884E-10
  2.8348E-03  3.2324E-02  1.6058E-01  6.8395E-04  3.2836E-06 -6.6307E-10  3.2161E-02  1.5801E-01 -1.3261E-09
  2.8086E-03  3.0082E-02  1.5099E-01  6.2976E-04  4.1162E-06 -9.2141E-10  2.9930E-02  1.4863E-01 -1.8428E-09
  2.7589E-03  2.7856E-02  1.4136E-01  5.7661E-04  4.9344E-06 -1.2374E-09  2.7715E-02  1.3921E-01 -2.4749E-09
  2.7012E-03  2.6048E-02  1.3345E-01  5.3403E-04  5.6036E-06 -1.5411E-09  2.5916E-02  1.3146E-01 -3.0822E-09
  2.6351E-03  2.4415E-02  1.2623E-01  4.9602E-04  6.2009E-06 -1.8782E-09  2.4290E-02  1.2438E-01 -3.7564E-09
  2.5770E-03  2.3197E-02  1.2079E-01  4.6800E-04  6.6595E-06 -2.1813E-09  2.3078E-02  1.1905E-01 -4.3626E-09
  2.4312E-03  2.0667E-02  1.0933E-01  4.1067E-04  7.5543E-06 -2.9823E-09  2.0559E-02  1.0782E-01 -5.9647E-09
  2.4312E-03  2.0667E-02  1.0933E-01  4.1067E-04  7.5543E-06 -2.9821E-09  2.0559E-02  1.0782E-01 -5.9647E-09
  2.3065E-03  1.8981E-02  1.0157E-01  3.7320E-04  8.1035E-06  1.1244E-06  1.8880E-02  1.0020E-01 -7.3279E-09
  2.1538E-03  1.7156E-02  9.3028E-02  3.3336E-04  8.6520E-06  2.2504E-06  1.7064E-02  9.1807E-02 -9.2531E-09
  1.9969E-03  1.5483E-02  8.5060E-02  2.9760E-04  9.1494E-06  3.2585E-06  1.5399E-02  8.3976E-02 -1.1582E-08
  1.8588E-03  1.4139E-02  7.8551E-02  2.6942E-04  9.5523E-06  4.0576E-06  1.4061E-02  7.7574E-02 -1.3955E-08
  1.7253E-03  1.2929E-02  7.2598E-02  2.4450E-04  9.8552E-06  4.7539E-06  1.2855E-02  7.1716E-02 -1.6670E-08
  1.6197E-03  1.2021E-02  6.8076E-02  2.2613E-04  1.0035E-05  5.2673E-06  1.1952E-02  6.7264E-02 -1.9139E-08
  1.4983E-03  1.1025E-02  6.3047E-02  2.0622E-04  1.0082E-05  5.7664E-06  1.0959E-02  6.2311E-02 -2.2369E-08
  1.3974E-03  1.0227E-02  5.8970E-02  1.9051E-04  1.0097E-05  6.1460E-06  1.0165E-02  5.8294E-02 -2.5501E-08
  1.3101E-03  9.5561E-03  5.5508E-02  1.7748E-04  1.0182E-05  6.4916E-06  9.4975E-03  5.4881E-02 -2.8578E-08
  1.2066E-03  8.7796E-03  5.1455E-02  1.6257E-04  1.0320E-05  6.8988E-06  8.7244E-03  5.0884E-02 -3.2716E-08
  1.1164E-03  8.1170E-03  4.7957E-02  1.5001E-04  1.0382E-05  7.2266E-06  8.0647E-03  4.7434E-02 -3.6900E-08
  1.0379E-03  7.5486E-03  4.4926E-02  1.3939E-04  1.0585E-05  7.5664E-06  7.4988E-03  4.4443E-02 -4.1081E-08
  9.6495E-04  7.0262E-03  4.2115E-02  1.2972E-04  1.0628E-05  7.8352E-06  6.9788E-03  4.1669E-02 -4.5490E-08
  8.9856E-04  6.5549E-03  3.9556E-02  1.2111E-04  1.0722E-05  8.1072E-06  6.5095E-03  3.9142E-02 -4.9996E-08
  8.4006E-04  6.1420E-03  3.7295E-02  1.1363E-04  1.0858E-05  8.3589E-06  6.0985E-03  3.6910E-02 -5.4477E-08
  7.8854E-04  5.7798E-03  3.5297E-02  1.0711E-04  1.0954E-05  8.5676E-06  5.7379E-03  3.4937E-02 -5.8898E-08
  7.4010E-04  5.4401E-03  3.3410E-02  1.0107E-04  1.1099E-05  8.7922E-06  5.3997E-03  3.3072E-02 -6.3519E-08
  6.9551E-04  5.1279E-03  3.1663E-02  9.5584E-05  1.1273E-05  9.0251E-06  5.0889E-03  3.1346E-02 -6.8224E-08
  6.5577E-04  4.8497E-03  3.0096E-02  9.0741E-05  1.1475E-05  9.2556E-06  4.8119E-03  2.9798E-02 -7.2828E-08
  6.2040E-04  4.6020E-03  2.8693E-02  8.6463E-05  1.1603E-05  9.4514E-06  4.5653E-03  2.8410E-02 -7.7319E-08
  5.8678E-04  4.3664E-03  2.7350E-02  8.2417E-05  1.1716E-05  9.6353E-06  4.3307E-03  2.7083E-02 -8.2002E-08
  5.5553E-04  4.1470E-03  2.6092E-02  7.8674E-05  1.1833E-05  9.8103E-06  4.1122E-03  2.5839E-02 -8.6768E-08
  5.2740E-04  3.9490E-03  2.4951E-02  7.5323E-05  1.1944E-05  9.9747E-06  3.9151E-03  2.4711E-02 -9.1435E-08
  5.0214E-04  3.7708E-03  2.3919E-02  7.2353E-05  1.2120E-05  1.0166E-05  3.7377E-03  2.3690E-02 -9.5966E-08
  4.7793E-04  3.5996E-03  2.2922E-02  6.9530E-05  1.2313E-05  1.0367E-05  3.5672E-03  2.2704E-02 -1.0064E-07
  4.5521E-04  3.4386E-03  2.1980E-02  6.6887E-05  1.2491E-05  1.0555E-05  3.4068E-03  2.1772E-02 -1.0537E-07
  4.3459E-04  3.2919E-03  2.1118E-02  6.4492E-05  1.2652E-05  1.0728E-05  3.2607E-03  2.0919E-02 -1.0999E-07
  4.1594E-04  3.1587E-03  2.0332E-02  6.2330E-05  1.2784E-05  1.0881E-05  3.1281E-03  2.0141E-02 -1.1450E-07
  3.9792E-04  3.0298E-03  1.9567E-02  6.0246E-05  1.2883E-05  1.1026E-05  2.9997E-03  1.9385E-02 -1.1917E-07
  3.8090E-04  2.9075E-03  1.8839E-02  5.8317E-05  1.3053E-05  1.1210E-05  2.8779E-03  1.8664E-02 -1.2389E-07
  3.6534E-04  2.7953E-03  1.8169E-02  5.6562E-05  1.3219E-05  1.1387E-05  2.7662E-03  1.8000E-02 -1.2849E-07
  3.5117E-04  2.6928E-03  1.7554E-02  5.4964E-05  1.3369E-05  1.1549E-05  2.6640E-03  1.7391E-02 -1.3294E-07
  3.3741E-04  2.5929E-03  1.6952E-02  5.3412E-05  1.3514E-05  1.1707E-05  2.5645E-03  1.6795E-02 -1.3753E-07
  9.9181E-04  4.2237E-02  2.0998E-01  8.5947E-04  0.0000E+00  0.0000E+00  4.2054E-02  2.0673E-01  0.0000E+00
  1.3722E-03  3.8736E-02  1.9489E-01  7.7808E-04 -2.9611E-11 -2.9611E-11  3.8567E-02  1.9195E-01 -5.9222E-11
  1.5898E-03  3.6119E-02  1.8348E-01  7.1811E-04 -8.4345E-11 -8.4345E-11  3.5961E-02  1.8077E-01 -1.6869E-10
  1.8238E-03  3.2131E-02  1.6587E-01  6.2818E-04 -2.0978E-10 -2.0978E-10  3.1988E-02  1.6351E-01 -4.1957E-10
  1.8238E-03  3.2131E-02  1.6587E-01  6.2818E-04 -2.0755E-10 -2.0978E-10  3.1988E-02  1.6351E-01 -4.1957E-10
  1.9044E-03  2.9832E-02  1.5559E-01  5.7712E-04  7.5109E-07 -3.2067E-10  2.9698E-02  1.5342E-01 -6.4135E-10
  1.9557E-03  2.7286E-02  1.4408E-01  5.2129E-04  1.5558E-06 -5.2860E-10  2.7161E-02  1.4213E-01 -1.0572E-09
