,phs_col:phs_col_dp.State_phos_module_3.Matrix_t_phos_module_3.Matrix_t_phos_module_3_0,phs_col:phs_col_dp.State_phos_module_3.Matrix_t_phos_module_3.Matrix_t_phos_module_3_16,
2012/11/23 19:22:23.188,-27.215428148203,,
2012/11/23 20:10:56.348,,-23.729623436349,
2012/11/23 20:22:23.322,-27.244109967327,,
2012/11/23 21:06:43.391,-27.140527251265,,
2012/11/23 21:11:02.935,,-23.730460065033,
2012/11/23 21:44:17.247,-27.240529608729,,
2012/11/23 22:11:05.367,,-23.722230082809,
2012/11/23 22:44:25.911,-27.218390906649,,
2012/11/23 23:11:07.907,,-23.722151213245,
2012/11/23 23:44:35.123,-27.23906623707,,
2012/11/24 00:11:10.118,,-23.718040170014,
2012/11/24 00:44:44.116,-27.223478832688,,
2012/11/24 01:11:33.221,,-23.724053580403,
2012/11/24 01:44:44.252,-27.304795258847,,
2012/11/24 01:54:55.869,-27.201819942258,,
2012/11/24 02:12:09.340,,-23.775442499098,
2012/11/24 02:54:56.987,-27.193061746653,,
2012/11/24 03:12:18.005,,-23.780352144996,
2012/11/24 03:55:13.527,-27.193498007205,,
2012/11/24 04:12:18.467,,-23.717909997662,
2012/11/24 04:55:14.645,-27.184706716153,,
2012/11/24 05:12:19.366,,-23.71308511639,
2012/11/24 05:55:14.669,-27.199049005026,,
2012/11/24 06:12:27.266,,-23.693487374712,
2012/11/24 06:55:24.647,-27.16536370972,,
2012/11/24 07:14:24.867,,-23.704309438707,
2012/11/24 07:55:32.985,-27.176481058929,,
2012/11/24 08:14:42.502,,-23.684721670595,
2012/11/24 08:39:30.303,-27.279947630079,,
2012/11/24 08:58:42.226,-27.17283261788,,
2012/11/24 09:14:44.823,,-23.684891285968,
2012/11/24 09:58:45.422,-27.242760027287,,
2012/11/24 10:14:47.472,,-23.681028110756,
2012/11/24 10:58:47.415,-27.193098100314,,
2012/11/24 11:15:19.324,,-23.700550163126,
2012/11/24 11:58:49.189,-27.243197095578,,
2012/11/24 12:15:37.395,,-23.684741391431,
2012/11/24 12:58:52.276,-27.20592285328,,
2012/11/24 13:15:37.420,,-23.689207030283,
2012/11/24 13:59:00.832,-27.262614023507,,
2012/11/24 14:15:42.475,,-23.693070061476,
2012/11/24 14:59:12.889,-27.20592285328,,
2012/11/24 15:16:00.548,,-23.689293814055,
2012/11/24 15:59:15.757,-27.214206056597,,
2012/11/24 16:16:33.931,,-23.697181598506,
2012/11/24 16:59:18.516,-27.189356380887,,
2012/11/24 17:16:49.815,,-23.694117795355,
2012/11/24 17:59:28.276,-27.21695270062,,
2012/11/24 18:16:54.544,,-23.693070061476,
2012/11/24 18:59:46.456,-27.201794143022,,
2012/11/24 19:16:59.490,,-23.701771542959,
2012/11/24 19:59:46.481,-27.242721748177,,
2012/11/24 20:17:25.983,,-23.695706269544,
2012/11/24 20:59:55.476,-27.217824473788,,
2012/11/24 21:17:26.665,,-23.70469858731,
2012/11/24 22:00:22.734,-27.209699714472,,
2012/11/24 22:17:35.549,,-23.697224527966,
2012/11/24 23:00:23.305,-27.161257711492,,
2012/11/24 23:17:38.526,,-23.697224527966,
2012/11/25 00:00:38.423,-27.226588024147,,
2012/11/25 00:17:41.722,,-23.697224527966,
2012/11/25 01:00:41.512,-27.176974726242,,
2012/11/25 01:17:45.030,,-23.714134186973,
2012/11/25 02:00:42.099,-27.230249939965,,
2012/11/25 02:17:54.148,,-23.688958980755,
2012/11/25 03:00:48.576,-27.14793981634,,
2012/11/25 03:18:06.750,,-23.684804503499,
2012/11/25 04:00:51.006,-27.214206056597,,
2012/11/25 04:18:21.868,,-23.689272118112,
2012/11/25 05:01:00.001,-27.1848651359,,
2012/11/25 05:18:27.253,,-23.69298327923,
2012/11/25 05:44:39.710,-27.291668316556,,
2012/11/25 06:05:39.366,-27.186173560611,,
2012/11/25 06:18:29.793,,-23.689293814055,
2012/11/25 07:05:39.390,-27.13543814169,,
2012/11/25 07:18:49.505,,-23.695156296741,
2012/11/25 07:46:54.616,-27.239027004253,,
2012/11/25 08:18:53.029,,-23.693070061476,
2012/11/25 08:46:54.750,-27.2068317161,,
2012/11/25 09:18:55.679,,-23.697224527966,
2012/11/25 09:46:55.214,-27.26810437385,,
2012/11/25 10:19:07.955,,-23.693056914763,
2012/11/25 10:46:55.238,-27.232864582032,,
2012/11/25 11:19:32.807,,-23.697224527966,
2012/11/25 11:47:22.606,-27.280040400756,,
2012/11/25 12:19:52.519,,-23.694855691403,
2012/11/25 12:47:22.630,-27.230695833626,,
2012/11/25 13:19:52.543,,-23.705490053755,
2012/11/25 13:47:23.859,-27.248212964668,,
2012/11/25 14:19:58.147,,-23.705403271847,
2012/11/25 14:47:27.165,-27.214206056597,,
2012/11/25 15:20:02.327,,-23.701796436031,
2012/11/25 15:47:50.378,-27.257965223956,,
2012/11/25 16:20:02.682,,-23.705868548052,
2012/11/25 16:48:03.528,-27.243197095578,,
2012/11/25 17:20:03.253,,-23.709644504065,
2012/11/25 17:48:08.257,-27.239098259968,,
2012/11/25 18:20:26.138,,-23.70554790836,
2012/11/25 18:48:08.938,-27.198555584812,,
2012/11/25 19:20:29.881,,-23.715897864787,
2012/11/25 19:48:17.274,-27.223384143125,,
2012/11/25 20:20:30.890,,-23.70599872303,
2012/11/25 20:48:35.785,-27.210954863288,,
2012/11/25 21:20:38.791,,-23.70595137813,
2012/11/25 21:48:54.074,-27.213381847585,,
2012/11/25 22:20:39.909,,-23.710023527605,
2012/11/25 22:49:02.741,-27.185618774443,,
2012/11/25 23:20:48.576,,-23.709731285858,
2012/11/25 23:49:12.718,-27.217512153027,,
2012/11/26 00:20:57.788,,-23.705612320376,
2012/11/26 00:49:39.322,-27.203474141572,,
2012/11/26 01:21:07.220,,-23.66849210712,
2012/11/26 01:49:40.331,-27.226760589967,,
2012/11/26 02:21:12.275,,-23.610443167055,
2012/11/26 02:49:48.779,-27.193540803982,,
2012/11/26 03:21:24.989,,-23.572984242709,
2012/11/26 03:49:49.132,-27.218376487778,,
2012/11/26 04:21:25.451,,-23.523443857531,
2012/11/26 04:49:57.908,-27.173747308388,,
2012/11/26 05:21:25.696,,-23.490698378209,
2012/11/26 05:50:07.666,-27.203544270443,,
2012/11/26 06:21:34.689,,-23.469509197314,
2012/11/26 06:50:49.036,-27.161163618362,,
2012/11/26 07:21:35.371,,-23.444871521954,
2012/11/26 07:44:44.080,-27.263904816146,,
2012/11/26 08:21:44.474,,-23.427554082752,
2012/11/26 08:44:46.513,-27.230772397469,,
2012/11/26 09:08:25.745,-27.128173530269,,
2012/11/26 09:21:54.890,,-23.407519733792,
2012/11/26 10:05:35.038,-27.230729601201,,
2012/11/26 10:21:56.447,,-23.395054575148,
2012/11/26 11:06:02.297,-27.157956956285,,
2012/11/26 11:21:58.112,,-23.386701045019,
2012/11/26 12:06:47.276,-27.157958800889,,
2012/11/26 12:22:02.951,,-23.382474345373,
2012/11/26 13:06:47.411,-27.133050035411,,
2012/11/26 13:22:20.367,,-23.370583961862,
2012/11/26 13:42:20.189,-27.235389610247,,
2012/11/26 14:22:30.235,,-23.374269507742,
2012/11/26 14:42:29.293,-27.205845457047,,
2012/11/26 15:22:30.371,,-23.370116212065,
2012/11/26 15:42:38.292,-27.178653946596,,
2012/11/26 16:23:06.602,,-23.359106672592,
2012/11/26 16:42:38.971,-27.215916691419,,
2012/11/26 17:23:13.625,,-23.361813914962,
2012/11/26 17:42:48.073,-27.143312400226,,
2012/11/26 18:23:15.947,,-23.37012411234,
2012/11/26 18:42:56.849,-27.188819382925,,
2012/11/26 19:23:34.785,,-23.35811845509,
2012/11/26 19:42:57.422,-27.248169707048,,
2012/11/26 20:23:42.795,,-23.370037317057,
2012/11/26 20:43:42.399,-27.238904969567,,
2012/11/26 20:51:12.471,-27.134788276393,,
2012/11/26 21:23:52.116,,-23.361831274064,
2012/11/26 21:44:00.362,-27.235874394698,,
2012/11/26 22:23:45.908,-27.133070921941,,
2012/11/26 22:24:01.220,,-23.36638150423,
2012/11/26 23:23:45.934,-27.168570757186,,
2012/11/26 23:24:01.246,,-23.37012411234,
2012/11/27 00:23:48.693,-27.173704970136,,
2012/11/27 00:24:04.005,,-23.357658808192,
2012/11/27 01:23:54.735,-27.173575194186,,
2012/11/27 01:24:11.031,,-23.350545772531,
2012/11/27 02:23:55.417,-27.165335330743,,
2012/11/27 02:24:19.807,,-23.35388964658,
2012/11/27 03:24:04.191,-27.155045250216,,
2012/11/27 03:24:28.691,,-23.357639056358,
2012/11/27 04:24:15.592,-27.157965934234,,
2012/11/27 04:24:31.014,,-23.353876478246,
2012/11/27 05:24:18.244,-27.152952714943,,
2012/11/27 05:24:38.587,,-23.357619304521,
2012/11/27 06:24:36.096,-27.218217880191,,
2012/11/27 06:24:47.361,,-23.353789681099,
2012/11/27 06:49:52.885,-27.116589039173,,
2012/11/27 07:24:47.606,,-23.349328825894,
2012/11/27 07:49:53.239,-27.166404364437,,
2012/11/27 08:24:57.146,,-23.357645640303,
2012/11/27 08:50:07.264,-27.14379812975,,
2012/11/27 09:24:57.172,,-23.353915983245,
2012/11/27 09:50:09.696,-27.209627927877,,
2012/11/27 10:25:16.229,,-23.345566102461,
2012/11/27 10:50:12.236,-27.14793981634,,
2012/11/27 11:25:24.347,,-23.34145430523,
2012/11/27 11:50:13.465,-27.168648167105,,
2012/11/27 12:25:32.685,,-23.341945634638,
2012/11/27 12:50:15.132,-27.128119041987,,
2012/11/27 13:25:36.538,,-23.356913145014,
2012/11/27 13:50:38.781,-27.165402059688,,
2012/11/27 14:25:37.876,,-23.349326879529,
2012/11/27 14:50:39.136,-27.12313287255,,
2012/11/27 15:25:42.276,,-23.349305180567,
2012/11/27 15:50:48.128,-27.204264117747,,
2012/11/27 16:25:57.614,,-23.357558507685,
2012/11/27 16:51:06.311,-27.140570050169,,
2012/11/27 17:26:09.890,,-23.347071207095,
2012/11/27 17:51:06.663,-27.148011733379,,
2012/11/27 18:26:28.288,,-23.341419586237,
2012/11/27 18:51:07.346,-27.103289282581,,
2012/11/27 19:26:28.315,,-23.345595034918,
2012/11/27 19:51:07.370,-27.172818336351,,
2012/11/27 20:26:32.495,,-23.34934857849,
2012/11/27 20:51:25.006,-27.16557436623,,
2012/11/27 21:26:46.740,,-23.341425372736,
2012/11/27 21:51:28.422,-27.14798261374,,
2012/11/27 22:26:49.389,,-23.357658808192,
2012/11/27 22:51:29.650,-27.168648167105,,
2012/11/27 23:26:50.181,,-23.353876478246,
2012/11/27 23:52:10.910,-27.150277910527,,
2012/11/28 00:26:50.864,,-23.349391976412,
2012/11/28 00:52:28.106,-27.136424131211,,
2012/11/28 01:26:55.482,,-23.365144080576,
2012/11/28 01:44:13.435,-27.239991342808,,
2012/11/28 01:58:56.189,-27.136450307827,,
2012/11/28 02:26:56.711,,-23.357572012571,
2012/11/28 02:58:56.872,-27.106522703905,,
2012/11/28 03:27:32.830,,-23.363346915016,
2012/11/28 03:58:56.898,-27.135514740134,,
2012/11/28 04:27:41.497,,-23.357658808192,
2012/11/28 04:58:58.235,-27.122654498412,,
2012/11/28 05:27:42.834,,-23.357658808192,
2012/11/28 05:59:15.324,-27.131383851562,,
2012/11/28 06:28:18.187,,-23.369372618729,
2012/11/28 06:59:23.115,-27.168561652502,,
2012/11/28 07:28:26.526,,-23.364361402684,
2012/11/28 07:59:32.985,-27.153024506368,,
2012/11/28 08:28:34.099,,-23.357702206002,
2012/11/28 08:59:36.183,-27.094024752536,,
2012/11/28 09:29:06.498,,-23.369378043257,
2012/11/28 09:59:37.739,-27.135496562672,,
2012/11/28 10:29:08.711,,-23.361914393351,
2012/11/28 10:59:39.953,-27.131373037108,,
2012/11/28 11:29:21.972,,-23.357664232918,
2012/11/28 11:59:41.401,-27.135122679034,,
2012/11/28 12:29:21.998,,-23.361770517208,
2012/11/28 13:00:00.020,-27.123089614621,,
2012/11/28 13:29:39.852,,-23.375193059931,
2012/11/28 14:00:00.922,-27.161219032621,,
2012/11/28 14:30:19.799,,-23.361813914962,
2012/11/28 15:00:36.385,-27.094079515742,,
2012/11/28 15:30:22.669,,-23.370038240411,
2012/11/28 16:00:55.005,-27.110655788181,,
2012/11/28 16:30:26.086,,-23.366298603115,
2012/11/28 17:01:04.109,-27.146573520559,,
2012/11/28 17:30:44.159,,-23.377608951071,
2012/11/28 18:01:04.245,-27.135036164923,,
2012/11/28 18:30:46.701,,-23.369463912388,
2012/11/28 19:01:04.271,-27.126757844908,,
2012/11/28 19:30:52.852,,-23.370215721875,
2012/11/28 20:01:04.953,-27.164032013393,,
2012/11/28 20:30:53.425,,-23.374358204144,
2012/11/28 21:01:13.511,-27.126780070323,,
2012/11/28 21:31:20.795,,-23.380314564807,
2012/11/28 22:01:23.162,-27.151635095829,,
2012/11/28 22:31:26.836,,-23.377709646539,
2012/11/28 23:01:31.828,-27.146568089289,,
2012/11/28 23:31:28.175,,-23.419237151254,
2012/11/29 00:01:44.542,-27.159057719774,,
2012/11/29 00:31:29.342,,-23.460742419896,
2012/11/29 01:01:45.566,-27.106522703905,,
2012/11/29 01:31:29.553,,-23.466811022425,
2012/11/29 02:01:46.577,-27.167340639772,,
2012/11/29 02:31:32.314,,-23.481185101774,
2012/11/29 02:52:24.314,-27.064735756933,,
2012/11/29 03:31:47.871,,-23.477491918837,
2012/11/29 03:41:17.817,-27.165873857858,,
2012/11/29 04:31:48.445,,-23.493606379631,
2012/11/29 04:41:30.203,-27.118969524153,,
2012/11/29 05:31:51.313,,-23.498161793144,
2012/11/29 05:41:31.211,-27.147504296239,,
2012/11/29 06:31:58.120,,-23.493609835066,
2012/11/29 06:41:32.878,-27.147504296239,,
2012/11/29 07:32:06.896,,-23.493606379631,
2012/11/29 07:41:54.560,-27.135064875396,,
2012/11/29 08:32:10.203,,-23.489869558476,
2012/11/29 08:42:03.555,-27.163233748185,,
2012/11/29 09:32:11.759,,-23.493649311827,
2012/11/29 09:42:12.220,-27.114414445984,,
2012/11/29 10:32:12.223,,-23.498161793144,
2012/11/29 10:42:22.527,-27.176495477757,,
2012/11/29 11:17:12.657,-27.073431878146,,
2012/11/29 11:32:14.106,,-23.489869558476,
2012/11/29 11:42:22.052,-27.17370657089,,
2012/11/29 12:32:18.992,,-23.489869558476,
2012/11/29 12:42:22.297,-27.184908392267,,
2012/11/29 13:32:34.659,,-23.498092361972,
2012/11/29 13:42:49.666,-27.193061746653,,
2012/11/29 14:32:34.761,,-23.48990231689,
2012/11/29 14:42:53.269,-27.171482091553,,
2012/11/29 15:33:15.256,,-23.493649311827,
2012/11/29 15:42:58.217,-27.085340712292,,
2012/11/29 16:33:16.374,,-23.501208433271,
2012/11/29 16:38:10.370,-27.187654947566,,
2012/11/29 17:33:19.790,,-23.493605917994,
2012/11/29 17:38:28.989,-27.16237387997,,
2012/11/29 18:33:20.800,,-23.501165040964,
2012/11/29 18:38:46.295,-27.17648682646,,
2012/11/29 19:33:29.356,,-23.501295217882,
2012/11/29 19:38:46.868,-27.142426751898,,
2012/11/29 20:33:29.490,,-23.497097240414,
2012/11/29 20:38:47.111,-27.217050597577,,
2012/11/29 20:47:38.010,-27.114487331405,,
2012/11/29 21:33:40.344,,-23.493649311827,
2012/11/29 21:47:40.005,-27.187611693364,,
2012/11/29 22:33:43.322,,-23.501208433271,
2012/11/29 22:47:55.889,-27.150360630384,,
2012/11/29 23:33:45.097,,-23.501165040964,
2012/11/29 23:48:05.648,-27.159646576124,,
2012/11/30 00:34:14.544,,-23.497038058117,
2012/11/30 00:48:18.252,-27.1586220404,,
2012/11/30 01:34:36.771,,-23.488744661424,
2012/11/30 01:48:33.042,-27.171460463985,,
2012/11/30 02:34:54.514,,-23.497053848052,
2012/11/30 02:48:41.707,-27.142506079161,,
2012/11/30 03:35:00.337,,-23.489407792761,
2012/11/30 03:48:42.170,-27.167383894963,,
2012/11/30 04:35:29.236,,-23.488744661424,
2012/11/30 04:48:42.632,-27.150339233104,,
2012/11/30 05:36:16.072,,-23.497053848052,
2012/11/30 05:48:51.297,-27.150307115546,,
2012/11/30 06:36:30.973,,-23.487374259052,
2012/11/30 06:48:51.870,-27.121325306645,,
2012/11/30 07:36:40.185,,-23.488330244457,
2012/11/30 07:49:02.394,-27.183470330805,,
2012/11/30 08:36:48.850,,-23.468749772606,
2012/11/30 08:49:18.387,-27.146241076013,,
2012/11/30 09:36:51.608,,-23.488701802002,
2012/11/30 09:49:18.958,-27.158664834847,,
2012/11/30 10:37:07.603,,-23.484590060015,
2012/11/30 10:49:19.531,-27.158535531192,,
2012/11/30 11:37:08.065,,-23.484503274951,
2012/11/30 11:49:19.993,-27.190842372107,,
2012/11/30 12:37:11.152,,-23.476280841012,
2012/11/30 12:49:20.127,-27.145398819008,,
2012/11/30 13:37:26.053,,-23.485525117915,
2012/11/30 13:49:25.512,-27.183470330805,,
2012/11/30 14:09:17.466,-27.2860407593,,
2012/11/30 14:11:33.854,-27.406108818749,,
2012/11/30 14:14:05.556,-27.509253725557,,
2012/11/30 14:19:57.848,-27.612791904163,,
2012/11/30 14:24:48.012,-27.715393993252,,
2012/11/30 14:37:27.280,,-23.491127404461,
2012/11/30 14:40:56.840,-27.823040498693,,
2012/11/30 15:09:33.240,,-23.595567257908,
2012/11/30 15:15:35.594,-27.712272665203,,
2012/11/30 15:18:35.623,-27.60461881344,,
2012/11/30 15:26:05.364,-27.494395449606,,
2012/11/30 15:28:36.189,,-23.696060904676,
2012/11/30 15:30:44.374,-27.391062043872,,
2012/11/30 15:42:41.863,,-23.799054206238,
2012/11/30 16:08:03.359,,-23.900745192598,
2012/11/30 16:17:45.117,-27.496831509607,,
2012/11/30 16:20:59.474,-27.605347721995,,
2012/11/30 16:23:59.501,-27.707026852207,,
2012/11/30 16:35:05.801,-27.810173713901,,
2012/11/30 16:41:32.984,-27.917836807533,,
2012/11/30 17:08:56.650,,-23.864139186113,
2012/11/30 17:21:26.297,-27.803601416749,,
2012/11/30 17:25:12.040,-27.679127175571,,
2012/11/30 17:29:12.112,-27.567288284215,,
2012/11/30 17:34:48.216,,-23.969067278275,
2012/11/30 17:35:59.309,-27.459631751837,,
2012/11/30 17:49:38.627,-27.356561011754,,
2012/11/30 17:55:00.295,,-24.076931506094,
2012/11/30 18:01:39.180,-27.253916002405,,
2012/11/30 18:13:28.359,-27.150339233104,,
2012/11/30 18:48:27.230,-27.050162529765,,
2012/11/30 18:55:08.960,,-24.035525788463,
2012/11/30 19:14:39.804,,-23.932239431253,
2012/11/30 19:19:38.613,-26.947490125798,,
2012/11/30 19:33:15.079,,-23.828979712556,
2012/11/30 19:49:27.410,,-23.722883221554,
2012/11/30 20:06:24.694,,-23.621354878719,
2012/11/30 20:19:39.293,-26.943780626217,,
2012/11/30 20:22:09.790,,-23.51758147968,
2012/11/30 20:39:06.192,,-23.414091191252,
2012/11/30 20:56:39.679,,-23.310857732378,
2012/11/30 21:17:21.835,,-23.210132844328,
2012/11/30 21:19:39.318,-26.881097314447,,
2012/11/30 21:34:18.346,,-23.107366453175,
2012/11/30 21:58:00.859,,-22.999241884824,
2012/11/30 22:19:40.545,-26.88523457368,,
2012/11/30 22:20:21.341,,-22.897592594256,
2012/11/30 22:43:01.068,,-22.795622393109,
2012/11/30 23:08:22.236,,-22.688703380875,
2012/11/30 23:19:43.087,-26.835576321212,,
2012/11/30 23:36:52.284,,-22.58484579083,
2012/12/01 00:05:46.293,,-22.48085417313,
2012/12/01 00:19:49.017,-26.852588697172,,
2012/12/01 00:39:25.213,,-22.377303837027,
2012/12/01 01:13:27.109,-26.748640037279,,
2012/12/01 01:13:28.203,,-22.273434546649,
2012/12/01 01:53:40.211,,-22.157689857284,
2012/12/01 02:13:30.086,-26.823150820137,,
2012/12/01 02:43:01.275,,-22.057285456898,
2012/12/01 03:13:31.642,-26.734295154093,,
2012/12/01 03:33:44.041,,-21.946054682655,
2012/12/01 04:13:37.354,-26.736170930326,,
2012/12/01 04:33:53.580,,-21.85866595917,
2012/12/01 05:13:40.440,-26.760984209586,,
2012/12/01 05:34:01.371,,-21.763089370841,
2012/12/01 06:13:49.652,-26.737518345048,,
2012/12/01 06:34:02.708,,-21.684117092578,
2012/12/01 07:13:49.895,-26.748511319332,,
2012/12/01 07:34:02.951,,-21.633818180845,
2012/12/01 08:13:50.138,-26.757348575609,,
2012/12/01 08:34:21.131,,-21.564127843048,
2012/12/01 09:13:50.600,-26.674511944289,,
2012/12/01 09:34:30.453,,-21.518462909911,
2012/12/01 10:13:50.735,-26.694837606635,,
2012/12/01 10:34:44.259,,-21.484442565881,
2012/12/01 11:13:51.307,-26.70533964371,,
2012/12/01 11:34:46.799,,-21.438793408368,
2012/12/01 12:14:09.487,-26.711704274824,,
2012/12/01 12:34:49.119,,-21.40175343144,
2012/12/01 13:14:15.963,-26.690609069842,,
2012/12/01 13:35:06.752,,-21.378064721188,
2012/12/01 14:14:18.503,-26.711792399369,,
2012/12/01 14:35:25.479,,-21.355635375968,
2012/12/01 15:14:36.683,-26.674512021063,,
2012/12/01 15:35:28.239,,-21.331367273792,
2012/12/01 16:03:30.733,-26.775948865751,,
2012/12/01 16:35:31.545,,-21.310598309831,
2012/12/01 17:03:31.086,-26.720074786286,,
2012/12/01 17:35:34.085,,-21.305659767239,
2012/12/01 18:03:39.641,-26.773525047103,,
2012/12/01 18:35:36.734,,-21.298058694103,
2012/12/01 19:03:48.416,-26.682368285025,,
2012/12/01 19:35:52.727,,-21.293308418728,
2012/12/01 19:49:39.154,-26.785874020751,,
2012/12/01 20:36:01.610,,-21.280112311757,
2012/12/01 20:49:41.912,-26.707177095962,,
2012/12/01 21:36:01.742,,-21.277267801806,
2012/12/01 21:49:44.232,-26.761022574306,,
2012/12/01 22:36:02.095,,-21.26105648181,
2012/12/01 22:49:46.443,-26.694751084607,,
2012/12/01 23:36:11.088,,-21.260591561758,
2012/12/01 23:49:52.921,-26.736638525753,,
2012/12/02 00:36:51.252,,-21.252319017103,
2012/12/02 00:50:01.039,-26.723766489268,,
2012/12/02 01:36:53.245,,-21.248225474214,
2012/12/02 01:50:52.797,-26.740312884709,,
2012/12/02 02:36:55.674,,-21.239887290225,
2012/12/02 02:50:56.210,-26.719945078937,,
2012/12/02 03:37:12.432,,-21.235729047829,
2012/12/02 03:50:56.781,-26.723745034246,,
2012/12/02 04:37:29.956,,-21.227412547038,
2012/12/02 04:51:13.649,-26.723759371613,,
2012/12/02 05:37:32.496,,-21.227412547038,
2012/12/02 05:51:14.657,-26.711275827982,,
2012/12/02 06:37:33.612,,-21.214966709744,
2012/12/02 06:51:33.711,-26.678182992602,,
2012/12/02 07:37:51.683,,-21.222621517996,
2012/12/02 07:51:42.157,-26.694775016232,,
2012/12/02 08:38:45.957,,-21.22324560105,
2012/12/02 08:51:51.150,-26.67815080312,,
2012/12/02 09:38:55.059,,-21.222578088686,
2012/12/02 09:51:51.174,-26.690618048203,,
2012/12/02 10:38:55.302,,-21.214894474095,
2012/12/02 10:52:18.323,-26.735385137754,,
2012/12/02 11:38:56.747,,-21.222556605037,
2012/12/02 11:52:27.971,-26.703044072002,,
2012/12/02 12:38:57.318,,-21.210779481456,
2012/12/02 12:52:28.104,-26.678568061401,,
2012/12/02 13:39:04.998,,-21.208635195875,
2012/12/02 13:52:46.066,-26.698051132835,,
2012/12/02 14:39:16.616,,-21.202462916664,
2012/12/02 14:52:55.496,-26.682305627994,,
2012/12/02 15:39:18.718,,-21.19864233625,
2012/12/02 15:53:02.739,-26.686895054753,,
2012/12/02 16:39:21.586,,-21.19423319277,
2012/12/02 16:53:05.935,-26.665756865942,,
2012/12/02 17:20:48.742,-26.796215664928,,
2012/12/02 17:23:04.035,-26.897573311811,,
2012/12/02 17:25:37.593,-27.004022195174,,
2012/12/02 17:28:55.120,-27.110539038416,,
2012/12/02 17:35:50.192,-26.996301419642,,
2012/12/02 17:39:22.923,,-21.214559885581,
2012/12/02 17:41:56.593,-26.893561340457,,
2012/12/02 17:54:52.708,-26.790051805633,,
2012/12/02 18:26:30.991,-26.686930952869,,
2012/12/02 18:28:16.754,,-21.320772400566,
2012/12/02 19:23:24.865,-26.583341080121,,
2012/12/02 19:28:17.216,,-21.380539582361,
2012/12/02 20:23:32.215,-26.625990732554,,
2012/12/02 20:28:26.207,,-21.37432440551,
2012/12/02 21:23:49.739,-26.570445449951,,
2012/12/02 21:28:26.669,,-21.351450835379,
2012/12/02 22:23:59.169,-26.546147336103,,
2012/12/02 22:28:35.881,,-21.31477770895,
2012/12/02 23:24:01.051,-26.504637762259,,
2012/12/02 23:28:36.012,,-21.305739533053,
2012/12/03 00:24:03.263,-26.521171146735,,
2012/12/03 00:28:45.115,,-21.280834752227,
2012/12/03 01:24:08.209,-26.483947435081,,
2012/12/03 01:29:02.967,,-21.269718423748,
2012/12/03 02:24:08.561,-26.545932397943,,
2012/12/03 02:29:12.616,,-21.240967273998,
2012/12/03 03:24:17.661,-26.51458906647,,
2012/12/03 03:29:41.950,,-21.243368649743,
2012/12/03 04:24:18.670,-26.534885809343,,
2012/12/03 04:29:42.959,,-21.230894329107,
2012/12/03 05:25:26.174,-26.462789796714,,
2012/12/03 05:30:01.028,,-21.234998385894,
2012/12/03 06:25:48.839,-26.500092083944,,
2012/12/03 06:30:03.458,,-21.222578088686,
2012/12/03 07:25:48.861,-26.517996305394,,
2012/12/03 07:30:06.434,,-21.210232820009,
2012/12/03 08:25:49.651,-26.500070452088,,
2012/12/03 08:30:09.193,,-21.20195926459,
2012/12/03 09:25:49.674,-26.436054088506,,
2012/12/03 09:30:11.184,,-21.194146330538,
2012/12/03 10:25:54.182,-26.459071776116,,
2012/12/03 10:30:28.926,,-21.197629239427,
2012/12/03 11:25:58.798,-26.492181898118,,
2012/12/03 11:30:31.464,,-21.201743964713,
2012/12/03 12:26:15.118,-26.466895753445,,
2012/12/03 12:30:34.551,,-21.189312913674,
2012/12/03 13:26:16.237,-26.450658565329,,
2012/12/03 13:30:53.059,,-21.185472274606,
2012/12/03 14:26:17.025,-26.454488827775,,
2012/12/03 14:31:09.269,,-21.185154742797,
2012/12/03 15:26:26.564,-26.490378123215,,
2012/12/03 15:31:11.481,,-21.185053278934,
2012/12/03 16:25:50.387,-26.594145515357,,
2012/12/03 16:31:11.943,,-21.185219887515,
2012/12/03 16:51:56.393,-26.694642011622,,
2012/12/03 16:59:05.794,,-21.29320030982,
2012/12/03 17:13:58.501,,-21.396960582206,
2012/12/03 17:24:53.864,,-21.504672350969,
2012/12/03 17:34:39.118,,-21.608887378058,
2012/12/03 17:44:05.892,,-21.712183305453,
2012/12/03 17:44:18.142,-26.796046746672,,
2012/12/03 17:53:09.479,,-21.816048927531,
2012/12/03 18:01:39.160,,-21.931354980407,
2012/12/03 18:10:48.544,,-22.03182025249,
2012/12/03 18:19:21.397,,-22.135119030425,
2012/12/03 18:28:30.774,,-22.243187466443,
2012/12/03 18:32:19.692,-26.900909941656,,
2012/12/03 18:37:03.625,,-22.346826476372,
2012/12/03 18:46:30.290,,-22.450957845288,
2012/12/03 18:55:39.783,,-22.552625453463,
2012/12/03 19:04:22.808,,-22.658386225795,
2012/12/03 19:14:06.097,,-22.761950839034,
2012/12/03 19:24:27.664,,-22.869461771332,
2012/12/03 19:32:21.903,-26.851282225164,,
2012/12/03 19:34:08.871,,-22.973166481359,
2012/12/03 19:43:03.161,,-23.07629383331,
2012/12/03 19:44:18.519,-26.954346640936,,
2012/12/03 19:54:00.387,,-23.184247835232,
2012/12/03 20:06:09.690,,-23.288931707369,
2012/12/03 20:17:06.916,,-23.392058666154,
2012/12/03 20:28:49.197,,-23.495510226254,
2012/12/03 20:39:36.248,,-23.602723711118,
2012/12/03 20:44:36.151,-26.980071941576,,
2012/12/03 20:53:45.425,,-23.714837717073,
